"text,created_at"
"RT @realDonaldTrump: Very important that in order to watch that ALL are following the Rules &amp; Regulations you become an Election Official…,09-23-2020 14:15:19"
"RT @realDonaldTrump: Bay of Pigs Veterans &amp; Hispanic Heritage Remarks as past honoree. White House East Room. 11 AM. Thank you!,09-23-2020 14:15:26"
"RT @realDonaldTrump: White House News Conference today at 6:00 P.M. Economy Job gains and Vaccine development are all doing GREAT!,09-23-2020 14:15:37"
"RT @WhiteHouse: LIVE: President @realDonaldTrump delivers remarks in honor of Bay of Pigs veterans https://t.co/OvroWUKqGh,09-23-2020 16:01:15"
"https://t.co/CtuWZq9gns,09-23-2020 16:02:01"
"https://t.co/agxWEaNKeb,09-23-2020 16:02:09"
"https://t.co/PQF1o9Jboi,09-23-2020 16:02:24"
"Today we reaffirm our ironclad solidarity with the Cuban People and our eternal conviction that FREEDOM will prevail over the sinister forces of COMMUNISM... https://t.co/tfBTlMN80M,09-23-2020 18:02:17"
"...60 years ago these Cuban patriots formed Brigade 25-06 in a daring effort to liberate their homeland from the communist Castro regime. Today we declare America’s unwavering commitment to a FREE CUBA! https://t.co/1OyOtmZg63,09-23-2020 18:02:19"
"I was honored to receive the Endorsement of the Bay of Pigs Veterans Association in 2016 and am honored once again to receive their Official Support and Endorsement in 2020. Thank you very much I will never let you down! https://t.co/AX5UDwMYcY,09-23-2020 18:13:45"
"We thank God for the blessings we share as citizens of the Greatest Country on earth – and we hope pray and work for the day when the people of Cuba can finally reclaim their glorious destiny! https://t.co/GM5KA6DTZW,09-23-2020 18:25:16"
"RT @realDonaldTrump: Mary Miller (@Miller_Congress) will be a terrific Congresswoman for Illinois! She is Strong on the Border Life Low T…,09-23-2020 20:45:47"
"RT @realDonaldTrump: .@ByronDonalds will be a phenomenal Congressman for the people of Florida! He strongly supports our Brave Law Enforcem…,09-23-2020 20:45:54"
"RT @realDonaldTrump: .@Kat_Cammack will be an incredible Congresswoman and leader for Florida! A Successful Businesswoman she strongly sup…,09-23-2020 20:45:59"
"Tracey Mann (@TraceyMannKS) will be an incredible Congressman for the State of Kansas! He is a Champion for Farmers and Ranchers and he is Strong on the Border Law &amp; Order and the Second Amendment! Tracey has my Complete and Total Endorsement! #KS01 https://t.co/W4FxWYFApI,09-23-2020 20:46:25"
"We need Jerry Carl (@CarlForAlabama) in Congress for the People of Alabama! He Loves our Veterans Stands for Law &amp; Order and is Strong on Jobs and the Second Amendment. Jerry has my Complete and Total Endorsement! #AL01 https://t.co/kBg2DNuEpW,09-23-2020 20:46:44"
"Barry Moore (@RepBarryMoore) will be a terrific Congressman for Alabama! An early supporter of our #MAGA agenda he is Strong on Jobs Life the Wall Law &amp; Order and the Second Amendment. Barry has my Complete and Total Endorsement! #AL02 https://t.co/hlrWU7Drr2,09-23-2020 20:47:04"
".@RandyFeenstra will be an outstanding Congressman for the State of Iowa! He will Fight for our Farmers help us Build the Wall and Defend your Second Amendment. Randy has my Complete and Total Endorsement! #IA04 https://t.co/5yMqinfqpg,09-23-2020 20:47:24"
"Scott Fitzgerald (@FitzgeraldForWI) will be a tremendous Congressman for the State of Wisconsin! He is Strong on Jobs and Life wants to Lower Your Taxes and he will always Defend your Second Amendment. Scott has my Complete and Total Endorsement! #WI05 https://t.co/r5p9JdCKWS,09-23-2020 20:47:44"
"Diana Harshbarger (@DHarshbargerTN1) will be a champion in Congress for the People of Tennessee! She is Strong on Immigration Jobs Life and the Second Amendment. Diana has my Complete and Total Endorsement! #TN01 https://t.co/1BPtlfr9DT,09-23-2020 20:48:01"
"Congressman Greg Gianforte (@GregForMontana) will be a tremendous Governor of Montana! A successful Businessman he will Cut your Taxes Defend your #2A and protect Montana’s Beautiful Public Lands. Greg has my Complete and Total Endorsement! #MTGOV https://t.co/u5ELP1auuV,09-23-2020 20:48:19"
"https://t.co/svnfO48imV,09-23-2020 21:18:37"
"RT @WhiteHouse: LIVE: President @realDonaldTrump holds a news conference https://t.co/EnQP8ImAIf,09-23-2020 22:16:49"
"Praying for the two police officers that were shot tonight in Louisville Kentucky. The Federal Government stands behind you and is ready to help. Spoke to @GovAndyBeshear and we are prepared to work together immediately upon request!,09-24-2020 02:44:18"
"LAW &amp; ORDER!,09-24-2020 04:16:05"
"Florida looking good!,09-24-2020 14:21:32"
"Rasmussen Approval Rating: 52%. Republican Party Approval Rating 95%. Thank you!,09-24-2020 14:24:27"
"North Carolina looking good! See you later.,09-24-2020 14:27:40"
"Sleepy Joe Biden just closed down his campaign for the day (Again). Wants to rest! He is a very LOW ENERGY INDIVIDUAL and our Country cannot make it in these exciting but complex and competitive times with a Low Energy President !!!,09-24-2020 14:34:14"
"Russian Billionaire wired Hunter Biden 3 1/2 Million Dollars. This on top of all of the other money he received while Joe was V.P. Crooked as can be but Fake Mainstream Media wants it to just go away!,09-24-2020 16:36:44"
"Vote-by-mail ballots in my home state of FLORIDA begin going out TODAY! Make sure to request yours fill it out &amp; send it in. Request yours today: https://t.co/xoxgi1vVP2 https://t.co/yMLNTo4jVQ,09-24-2020 16:44:28"
"Thank you I will never let you down! https://t.co/8AGm77ko1M,09-24-2020 17:10:00"
"https://t.co/WwzdPhDkAZ,09-24-2020 18:23:26"
"Thank you Jacksonville Florida. See you all TONIGHT! #MAGA https://t.co/thHRd9UwXv,09-24-2020 18:41:48"
"On my way to North Carolina! https://t.co/IHrUBG67LI,09-24-2020 20:29:49"
"‘Trump Was Right’: Explosive New FBI Texts Detail Internal Furor Over Handling Of ‘Crossfire Hurricane’ Investigation — Newly disclosed internal FBI notes &amp; text messages detail the extent of the FBI's desire to take down Trump &amp; his associates at any cost.https://t.co/KsHId8YJVD,09-24-2020 20:55:36"
"Up BIG in South Carolina!,09-24-2020 22:10:45"
"It was great to be back in North Carolina delivering The America First Healthcare Plan! We will provide MORE CHOICES LOWER COSTS and BETTER CARE! https://t.co/dGegvPWm9P,09-24-2020 22:23:23"
"We will always protect patients with pre-existing conditions! https://t.co/rNwt4xPRCt,09-24-2020 22:32:41"
"Under The America First Healthcare Plan we will ensure the highest standard of care anywhere in the world — cutting-edge treatments state-of-the-art medicine groundbreaking cures and true health security for you and your loved ones! https://t.co/H64XPD183Y,09-24-2020 22:36:20"
"https://t.co/HjIatyWpL2,09-24-2020 22:42:41"
"The FIRST PILLAR of the America First Healthcare Plan—more CHOICE for American Patients! https://t.co/7NlMoXirFL,09-24-2020 22:54:12"
"The SECOND PILLAR of the America First Healthcare Plan will lower costs for families and seniors. The days of ripping off American patients are over. Today I signed an historic executive order that ENDS surprise medical billing. https://t.co/6jjvOYcJx3,09-24-2020 22:54:13"
"The FINAL PILLAR of the America First Healthcare Plan—better care! The historic action I took today includes the first-ever executive order to affirm it is the official policy of the United States Government to protect patients with pre-existing conditions.https://t.co/9EzYwHydwQ,09-24-2020 22:54:14"
"We are providing better care and more choice at lower cost. We are delivering a healthier safer brighter and more prosperous future for EVERY citizen in our magnificent land – because we are proudly putting AMERICA FIRST! https://t.co/DgeDlpizk1,09-24-2020 23:07:06"
"Just landed in Florida. WOW what a crowd MASSIVE! Going to win FLORIDA BIG!! Live on @FoxNews @OANN and @cspan! #MAGA,09-24-2020 23:12:41"
"Cheating on Unsolicited Ballots by political hacks or anyone else is against the law. We are closely watching!,09-25-2020 00:31:46"
"RT @shipwreckedcrew: This is a bombshell.  Huge KUDOS to @seandavis and @molliehemingway at the Federalist.  I'll be digging in later.htt…,09-25-2020 00:34:49"
"RT @TwitchyTeam: The Federalist: Newly declassified FBI texts detail ‘the FBI’s desire to take down Trump’ at any cost https://t.co/Fs3bhVp…,09-25-2020 00:35:36"
"RT @realDonaldTrump: ‘Trump Was Right’: Explosive New FBI Texts Detail Internal Furor Over Handling Of ‘Crossfire Hurricane’ Investigation…,09-25-2020 00:36:59"
"RT @SenateGOP: Senate Republicans will do our job. And Senate Republicans will continue to confirm @realdonaldtrump's well-qualified nomi…,09-25-2020 00:38:09"
"RT @SenateGOP: 1 → Gorsuch.2 → Kavanaugh.3 → Coming this Saturday. https://t.co/e9g6h4tIHv,09-25-2020 00:38:57"
"RT @GrassleyPress: In 2018 having witnessed @realDonaldTrump appoint two justices to the #SCOTUS as well as the ugly tactics deployed by…,09-25-2020 00:39:15"
"RT @GrassleyPress: The historical precedent is clear → When the American people have elected the same party to hold both the majority in th…,09-25-2020 00:39:29"
"RT @SenHawleyPress: ""Voters have elected a Republican President"" Hawley said. ""They've elected a Republican Senate. They did that after th…,09-25-2020 00:39:57"
"RT @WhiteHouse: President @realDonaldTrump and @FLOTUS pay their respects to Associate Justice Ruth Bader Ginsburg on Thursday Sept. 24 2…,09-25-2020 00:41:01"
"RT @SenateGOP: Dem Supreme Court playbook:1. Reckless horror stories2. Character assassinations3. Unhinged temper tantrumsGOP Supre…,09-25-2020 00:42:12"
"Thank you. United We Stand! https://t.co/nVm2mqRVlT,09-25-2020 00:43:18"
"RT @SenateGOP: History (and the Constitution) are on our side:We're going to vote.#FillTheSeat https://t.co/tl4SOs26fj,09-25-2020 00:43:31"
"RT @SenateGOP: In 2016 Americans elected @realdonaldtrump to the White House.In 2018 Americans elected Republicans to hold the Senate M…,09-25-2020 00:44:14"
"RT @RandPaul: Kelley and I are praying for the swift recovery of the 2 police officers shot last night in Louisville.  When will Democrat m…,09-25-2020 00:44:44"
"RT @GrassleyPress: #ICYMI in the National Review → “History Is on the Side of Republicans Filling a Supreme Court Vacancy in 2020.”https:/…,09-25-2020 00:44:52"
"RT @SenKevinCramer: Supreme Court vacancies are an important issue to the people I serve.They mattered in 2018 when North Dakotans electe…,09-25-2020 00:45:38"
"RT @SenJohnThune: Interesting that the minority leader conveniently left out what he was objecting to… A Senate hearing on election securit…,09-25-2020 00:45:58"
"GREAT NEWS! PAC- 12 football is back this Fall! Congrats to the players their families the coaches and the universities. The west coast games will kick off soon – You’re welcome!!! https://t.co/TdEv3oqxgY,09-25-2020 01:01:59"
"I was thrilled to be back in my home state of FLORIDA with thousands of loyal hardworking American Patriots in Jacksonville! 40 days from now we are going to WIN FLORIDA and we are going to win 4 more years in the White House! VOTE!! #MAGA https://t.co/gsFSgh2KPc https://t.co/Pkyh6B1Hzh,09-25-2020 01:18:39"
"Democrats are Rigging our 2020 Election! https://t.co/1FwrJiuSNY,09-25-2020 02:09:52"
"THANK YOU FLORIDA! #MAGA https://t.co/gsFSghkmdM https://t.co/jwksiCOm1H,09-25-2020 02:28:20"
"RT @IvankaTrump: The Great American Comeback is powered by American workers like those VP Pence and I met today at Midwest Manufacturing in…,09-25-2020 04:33:24"
"RT @realDonaldTrump: THANK YOU FLORIDA! #MAGA https://t.co/gsFSghkmdM https://t.co/jwksiCOm1H,09-25-2020 04:33:34"
"One of the worst polls in 2016 was the @FoxNews Poll. They were so ridiculously wrong. Fox said they were going to change pollsters but they didn’t. They totally over sample Democrats to a point that a child could see what is going on. Rasmussen which was accurate at 52%.,09-25-2020 11:03:57"
"RT @BBCBreaking: Kim Jong-un has apologised for killing of South Korean official South says in highly unusual move for North Koreahttps:…,09-25-2020 11:09:20"
"RT @RichValdes: Where’s Hunter?👇🏽 https://t.co/wSipYgCGBC,09-25-2020 11:14:11"
"RT @AndrewCMcCarthy: This report by @MZHemingway &amp; @seanmdav  is remarkable ... the texts are just ... Jeez ... https://t.co/U7ateLMkEL,09-25-2020 11:14:52"
"RT @HeyTammyBruce: ""Leftist group plans a massively nasty campaign against Trump's nominee."" Expect to be able control and manipulate Democ…,09-25-2020 11:15:08"
"RT @HeyTammyBruce: 😐 Husband of Sen. Dianne Feinstein Admits Helping Well-Connected Applicants to University of California: ‘No One Ever To…,09-25-2020 11:15:20"
"RT @ArthurSchwartz: Is this what democrats and the media mean by “peaceful transition of power?” This was an attack on our democracy orches…,09-25-2020 11:15:40"
"RT @seanmdav: BREAKING: Explosive new FBI texts uncovered by DOJ show that FBI agents were so horrified by the bureau's actions to take dow…,09-25-2020 11:15:46"
"RT @HeyTammyBruce: ""[The 2 GOP members] of the North Carolina State Board of Elections abruptly resigned... they felt misled by the state a…,09-25-2020 11:16:43"
"Working hard in New Mexico. I built the Wall (security) and will totally protect your Second Amendment (The Dems want to obliterate it!). Will be there soon! https://t.co/feRRkLFM9a,09-25-2020 11:22:54"
"RINO Governor Charlie Baker of Massachusetts is unsuccessfully trying to defend Mail In Ballots when there is fraud being found all over the place. Just look at some of the recent races or the Trump Ballots in Pennsylvania that were thrown into the garbage. Wrong Charlie!,09-25-2020 11:32:25"
"RT @DLoesch: Holy wow,09-25-2020 11:34:07"
"RT @NRA: NEVER underestimate the silent majority.,09-25-2020 11:34:21"
"RT @NRA: “Gun sales in major swing states up nearly 80% this year...” @FoxNews https://t.co/7yJfm2H3Dw,09-25-2020 11:34:28"
"RT @NRA: Leftists &amp; the media claim Biden &amp; Beto are not a threat to our guns.Biden has promised gun bans and to put Beto in charge of th…,09-25-2020 11:34:52"
"RT @NRA_Rifleman: The burglary began around 2:00 p.m. in the afternoon when the robber broke into the house through the back door. Once in…,09-25-2020 11:37:31"
"RT @NRA: @realDonaldTrump✅ Transforming the federal judiciary by nominating pro-Second Amendment judges✅ Protected our right to self-defe…,09-25-2020 11:38:15"
"RT @NRA: Biden will implement a $200 tax on semi-autos and magazines that can hold more than ten rounds. Calculate your Biden Gun Tax her…,09-25-2020 11:38:35"
"RT @NRA: Biden has said he disagrees with SCOTUS decision declaring the Second Amendment protects the individual right to owning a firearm.…,09-25-2020 11:38:53"
"RT @DonaldJTrumpJr: It's clear that If Biden wins the WH Dems will immediately move to pack the courts to increase their political power.…,09-25-2020 11:39:09"
"RT @NRA: Hey @JoeBiden: You will NEVER take our guns.,09-25-2020 11:39:14"
"RT @NRA: So let's get this straight...@JoeBiden wants to take our guns ""redistribute"" police funding and his VP pick and staffers work…,09-25-2020 11:39:26"
"RT @NRA: BIDEN TRIFECTA🚨 Put confiscation-promising @BetoORourke in charge of our 2nd Amendment &amp; implement gun control.🚨 ""Redistribute…,09-25-2020 11:39:40"
"RT @FoxNews: https://t.co/DAhORVd7cQ,09-25-2020 11:39:53"
"RT @NRA: Visit https://t.co/qzaxYdegFm to DONATE TODAY and your donation will be DOUBLED! https://t.co/dtxwvJx6QK,09-25-2020 11:40:19"
"RT @NRA: NEWS: NRA raised more in August than any month of 2016 as @JoeBiden-@realDonaldTrump showdown nears https://t.co/dtxwvJx6QK,09-25-2020 11:40:30"
"RT @NRA: To NRA haters – let this be a lesson NEVER to doubt the fighting spirit of NRA’s millions of members.Biden will destroy #2A (bel…,09-25-2020 11:40:54"
"RT @NRA: If elected Biden will destroy the Second Amendment.Stand and fight! Visit https://t.co/qzaxYdegFm to DONATE TODAY and your dona…,09-25-2020 11:41:13"
"RT @NRA_Rifleman: A man defended himself with a firearm when he was approached by two armed men at a car wash in Roseville Mich. on the e…,09-25-2020 11:41:40"
"RT @NRA: .@NRA members fight harder than any other group to protect the Constitution against politicians like Biden Harris Pelosi and Sch…,09-25-2020 11:45:55"
"RT @DanScavino: “FBI official on Mueller team said Flynn prosecution had 'get Trump' attitude collusion probe was 'not there’” https://t.c…,09-25-2020 14:07:39"
"RT @MZHemingway: Judge Sullivan and the DC Court of Appeals are turning out to be the unintentional heroes of the Flynn saga. In their unse…,09-25-2020 14:08:01"
"RT @SaraCarterDC: INSURANCE POLICY? #FBI analysts investigating #Flynn purchased liability insuranceJust more evidence that proves this w…,09-25-2020 14:09:19"
"RT @DailyCaller: ‘This Is A Nightmare’: FBI Employees Had Concerns About Flynn Probe Records Show https://t.co/7LyO7cZJbR,09-25-2020 14:09:27"
"RT @HeyTammyBruce: Exactly this. Reading the @FoxNews story earlier re Barnett immediately thought  Dems believed having Flynn unresolved…,09-25-2020 14:09:43"
"RT @TomFitton: BREAKING: FBI Agent On Mueller Teams Admits @RealDonaldTrump Flynn Investigations Were A Crock! Crossfire Hurricane was ba…,09-25-2020 14:10:23"
"RT @LeeSmithDC: FBI whistleblower: Bureau’s #2 Andrew McCabe was running phony Flynn investigation.  https://t.co/c8wP0FRNFF,09-25-2020 14:11:08"
"RT @MichaelCoudrey: Good morning to everyone except Judge Sullivan and the corrupt FBI agents that tried to prosecute General Flynn under f…,09-25-2020 14:11:27"
"RT @GrrrGraphics: The FBI framed Gen Flynn and Obama ordered it...PERIOD!Bigger than Watergate! O Bama GATE GATE!  #ALLROADS lead to.... h…,09-25-2020 14:11:47"
"RT @RealSLokhova: In light of yesterday's document release: Strzok ordered Barnett to close the Flynn case but 20 minutes after closing do…,09-25-2020 14:12:04"
"RT @SexCounseling: Obama should be sued for what he did to General Flynn!,09-25-2020 14:12:11"
"RT @McAdooGordon: Wow &amp; I mean wow. Jaw dropper. CIA analysts buying professional liability insurance for Flynn investigation is: wow. H…,09-25-2020 14:12:24"
"RT @thebradfordfile: Barack Obama spied on Trump framed Flynn and sabotaged the their transition--but the media is lecturing Trump.,09-25-2020 14:12:51"
"RT @jsolomonReports: Breaking: Flynn case bombshell: FBI analysts bought insurance fearing they’d be sued for misconduct | Just The News ht…,09-25-2020 14:13:01"
"RT @thebradfordfile: No journalist has ever asked Barack Hussein Obama to explain how the Trump campaign was spied on and General Flynn was…,09-25-2020 14:13:10"
"Just had a great #LatinosForTrump Roundtable in Doral Florida. We have achieved more for Hispanic-Americans in less than 47 months than Joe Biden has achieved in 47 years — and the best is yet to come. Thank you! #MAGA  https://t.co/OITaFw99Er,09-25-2020 17:03:53"
"Just landed in Atlanta Georgia. On my way now see everyone shortly! https://t.co/RmFoqFkKE1 https://t.co/tNe3hiwCHV,09-25-2020 18:31:32"
"I was honored to be back in Georgia with a truly incredible organization—BLACK VOICES FOR TRUMP where I announced a brand new plan to deliver more opportunity more security more fairness and more prosperity to black communities. #ThePlatinumPlan https://t.co/wBqUTUOVR6,09-25-2020 20:24:31"
"https://t.co/BP4XACWJXj,09-25-2020 20:42:14"
"https://t.co/ZHqjSQ58NX,09-25-2020 20:43:18"
"BIG NEWS! The @Smithsonian American History Museum reopened today in our Nation’s Capital! Go visit @amhistorymuseum and learn about our GREAT Country’s history!,09-25-2020 21:28:13"
"Governor Andrew Cuomo of New York wants to put New York at the END of the Vaccine List in that he doesn’t trust the @FDA or Federal Government even though the Vaccines are being developed by the finest Labs in the World. Wish he trusted us on Nursing Homes!,09-25-2020 21:58:06"
"Great! https://t.co/9JOr7kDDG7,09-25-2020 22:11:10"
"A great Scam against our Country! https://t.co/lVSgDxqBNp,09-25-2020 22:13:28"
"RT @joshgerstein: Just before midnight last night Justice Department made unusual public filing airing more grievances from inside the Mue…,09-25-2020 22:14:30"
"RT @BrookeSingman: NEW: FBI agent William J. Barnett made the comments during an interview on Sept. 17 at DOJ w/ Assistant U.S. Attorney fo…,09-25-2020 22:15:02"
"A three year HOAX. A failed COUP! https://t.co/hKBrtMwsZY,09-25-2020 22:16:29"
"I will NEVER let you down! https://t.co/bqh7UAYebA,09-25-2020 22:25:07"
"https://t.co/DFvnZjg2Eh,09-25-2020 22:43:20"
"RT @DanScavino: Florida this morning Georgia this afternoon Washington D.C. this evening and now — President @realDonaldTrump departing…,09-25-2020 23:55:03"
"The Obama Administration was not out to get the facts they were out to “get Trump”. Ken Starr...And got caught red handed - All of them. “Trump was right” they said!,09-26-2020 00:54:00"
"THANK YOU VIRGINIA! #MAGA https://t.co/py3lLzBjPY,09-26-2020 02:28:55"
"https://t.co/BYFcvME3nv,09-26-2020 03:27:28"
"Based on the strong recommendation of @SenDanSullivan and @repdonyoung of the Great State of Alaska it is my honor to inform you that I will be issuing a Presidential Permit for the A2A Cross-Border Rail between Alaska &amp; Canada. Congratulations to the people of Alaska &amp; Canada!,09-26-2020 04:15:54"
"https://t.co/RUkIAj3UCf,09-26-2020 05:04:03"
"RT @realDonaldTrump: The ""Intelligence"" briefing on so-called ""Russian hacking"" was delayed until Friday perhaps more time needed to build…,09-26-2020 05:47:30"
"https://t.co/36VXn3Xfxk,09-26-2020 14:50:22"
"RT @DanScavino: Seems like something the FBI Director could have cleared up years ago instead of letting this BS drag on throughout Presid…,09-26-2020 15:16:38"
"https://t.co/TUReqm6LF7,09-26-2020 15:22:40"
"https://t.co/ofod0iw22n,09-26-2020 16:24:15"
"https://t.co/gfRMOu2zVM,09-26-2020 21:41:16"
"THANK YOU PENNSYLVANIA!https://t.co/uQwRIKTPFN,09-27-2020 01:07:31"
"In just 3 and a half years we have secured America’s Borders rebuilt the awesome power of the U.S. Military obliterated the ISIS caliphate fixed our disastrous Trade Deals and brought JOBS back home to America – and back to PENNSYLVANIA! #MAGA https://t.co/sWHvIjl2gQ,09-27-2020 01:12:59"
"Together we are taking back our Country. We are returning power to YOU the American People. With your help your devotion &amp; your drive we are going to keep on working we are going to keep on fighting &amp; we are going to keep ON WINNING! Get out &amp; VOTE! https://t.co/gsFSgh2KPc https://t.co/oH6yltKd44,09-27-2020 01:23:23"
"For years you had a President who apologized for America - now you have a President who is standing up for America and standing up for Pennsylvania. So get your friends get your family get your neighbors &amp; co-workers and GET OUT &amp; VOTE! Early voting has already begun — VOTE! https://t.co/9LtXuWWCRV,09-27-2020 01:26:24"
"RT @LindseyGrahamSC: Judge Barrett is highly qualified in all the areas that matter – character integrity intellect and judicial disposi…,09-27-2020 01:56:14"
"RT @SenSasse: Judge Barrett is a brilliant legal thinker and will be an excellent Supreme Court Justice. https://t.co/e9NQJreV7h,09-27-2020 01:56:27"
"RT @MarshaBlackburn: Congratulations to the Honorable Amy Coney Barrett. Judge Barrett is an outstanding jurist and a committed constitutio…,09-27-2020 01:56:37"
"RT @ChuckGrassley: Judge Barrett is an inspiring American+highly respected jurist She’s an excellent choice for Supreme Ct When hearings be…,09-27-2020 01:56:46"
"RT @SenTomCotton: Judge Amy Coney Barrett is one of the finest legal minds of her generation and has now proven to be a wise judge as well.…,09-27-2020 01:57:03"
"RT @AmericaFirstPol: 🚨 Must-read:""Judge Barrett’s extensive experience as a professor and litigator record of academic success and outs…,09-27-2020 01:57:24"
"Today it was my great honor to nominate one of our nation’s most brilliant and gifted legal minds to the Supreme Court. She is a woman of unparalleled achievement towering intellect sterling credentials and unyielding loyalty to the Constitution: Judge Amy Coney Barrett... https://t.co/l2yezt2UOi,09-27-2020 01:59:14"
"RT @GOPChairwoman: Judge Amy Coney Barrett is a remarkable nominee and the Senate should confirm her without delay. The RNC is investing…,09-27-2020 02:05:38"
"RT @TommyHicksGOP: President @realDonaldTrump is upholding his constitutional duty by swiftly nominating someone to the Supreme Court. Hi…,09-27-2020 02:06:05"
"RT @GOP: Patrick Yoes President of the National Fraternal Order of Police to @realDonaldTrump: “You sir have never turned your back on…,09-27-2020 02:06:20"
"RT @TeamTrump: President @realDonaldTrump highlights mail-in voter fraud https://t.co/YmtoumEYxk,09-27-2020 02:06:37"
"RT @GOP: “I’ll keep your jobs in Pennsylvania where they belong!” -@realDonaldTrump,09-27-2020 02:06:45"
"RT @GOP: I’ve just come from the Rose Garden of the White House where I proudly nominated Judge Amy Coney Barrett to the United States Supr…,09-27-2020 02:07:02"
"RT @GOP: “Judge Barrett is a brilliant legal mind … Most important of all she will defend your God-given rights and freedoms.”  -@realDona…,09-27-2020 02:07:20"
"RT @GOP: “Well we won Pennsylvania last time and we’re going to win it by a lot more this time.” -@realDonaldTrump,09-27-2020 02:07:28"
"RT @SenShelby: Judge Barrett is an excellent choice and will make a great Supreme Court Justice. I will enthusiastically support her confir…,09-27-2020 02:08:31"
"RT @senatemajldr: Judge Amy Coney Barrett is an exceptionally impressive jurist and an exceedingly well-qualified nominee to the Supreme Co…,09-27-2020 02:08:49"
"RT @SenRubioPress: Senator Rubio issued the following statement regarding the nomination of Amy Coney Barrett to the U.S. Supreme Court.R…,09-27-2020 02:09:07"
"RT @LindseyGrahamSC: @realDonaldTrump As the Chairman of the @senjudiciary Committee I’m very committed to ensuring the nominee gets a cha…,09-27-2020 02:09:23"
"RT @SenKevinCramer: Excellent choice President @realDonaldTrump.Judge Amy Coney Barrett seems made for this moment.She’s a brilliant l…,09-27-2020 02:09:34"
"RT @SenJohnThune: My statement on the president’s nomination of Judge Amy Coney Barrett to serve on the Supreme Court⬇️. While I look forwa…,09-27-2020 02:09:42"
"RT @SenToomey: I am pleased that President Trump has nominated Judge Amy Coney Barrett to sit on the U.S. Supreme Court.,09-27-2020 02:09:53"
"RT @SenatorTimScott: While Senate Democrats have already shown they are more than happy to belittle her faith through baseless partisan att…,09-27-2020 02:10:28"
"RT @SenRickScott: I applaud President @realDonaldTrump’s nomination of Amy Coney Barrett to service on the U.S. Supreme Court. She is a b…,09-27-2020 02:10:37"
"RT @SenToddYoung: I am thrilled with @POTUS’s nomination of fellow Hoosier Judge Amy Coney Barrett to serve on the Supreme Court. I've co…,09-27-2020 02:10:50"
"RT @JimInhofe: .@realDonaldTrump made the right choice by choosing Amy Coney Barrett to serve on the Supreme Court. Throughout her career…,09-27-2020 02:10:57"
"RT @SenatorWicker: Amy Coney Barrett is an outstanding judge and an even better person. I commend President Trump on another exceptional pi…,09-27-2020 02:11:05"
"RT @SenJohnBarrasso: My congratulations to Judge Barrett on her #SCOTUS nomination. I look forward to reviewing her judicial record &amp; other…,09-27-2020 02:11:31"
"RT @SenatorLankford: I supported her nomination in 2017 for the Court of Appeals and I look forward to working through the process of advi…,09-27-2020 02:11:35"
"RT @SteveDaines: Judge Barrett will defend our Montana way of life from those that want to take away our 2nd Amendment rights and destroy o…,09-27-2020 02:11:55"
"I will be strongly demanding a Drug Test of Sleepy Joe Biden prior to or after the Debate on Tuesday night. Naturally I will agree to take one also. His Debate performances have been record setting UNEVEN to put it mildly. Only drugs could have caused this discrepancy???,09-27-2020 13:34:08"
"Hanoi Dick who lied for years by saying he was a war hero in Vietnam and was never even there (Impeach him!) should not be entitled to a vote on anything of importance! https://t.co/QC2zv4IhYJ,09-27-2020 13:44:41"
"YES for many years and hundreds of times a year. He is a Senatorial JOKE! https://t.co/Yvtt9FWzZK,09-27-2020 13:50:22"
"Wow nobody realized how far Mini Mike Bloomberg went in bribing ex-prisoners to go out and vote for Sleepy Joe. He is desperate to get back into the good graces of the people who not only badly beat him but made him look like a total fool. Now he’s committed a serious crime!,09-27-2020 13:58:58"
"WATCH THE BALLOTS!!!,09-27-2020 14:00:24"
"Obamacare will be replaced with a MUCH better and FAR cheaper alternative if it is terminated in the Supreme Court. Would be a big WIN for the USA!,09-27-2020 14:09:16"
"RT @realDonaldTrump: I will be strongly demanding a Drug Test of Sleepy Joe Biden prior to or after the Debate on Tuesday night. Naturall…,09-27-2020 18:33:19"
"https://t.co/S72PSSLwtk,09-27-2020 18:41:15"
"https://t.co/iKDViFDlxD,09-27-2020 19:49:29"
"RT @TrumpWarRoom: WATCH: After Joe Biden's brain freezes MSNBC anchor has to feed him a line https://t.co/pymKXjlqhf,09-27-2020 20:45:26"
"https://t.co/4JIZoFZAl4,09-27-2020 20:45:41"
"RT @WhiteHouse: LIVE: President @realDonaldTrump holds a news conference https://t.co/cNOWdtlxGC,09-27-2020 21:32:12"
"FAKE NEWS!,09-28-2020 04:13:25"
"This is totally illegal. Hope that the U.S. Attorney in Minnesota has this and other of her many misdeeds under serious review??? If not why not??? We will win Minnesota because of her and law enforcement. Saved Minneapolis &amp; Iron O Range! https://t.co/yete31P680,09-28-2020 04:25:07"
"RT @JamesOKeefeIII: Project Veritas uncovers ‘ballot harvesting fraud’ in Minnesota: @mirandadevine @nypost #BallotHarvesting https://t.…,09-28-2020 04:25:25"
"RT @SaraCarterDC: ELECTION FRAUD: Project Veritas @JamesOKeefeIII uncovers alleged ballot harvesting in Rep. Ilahn Omar’s districtLooks l…,09-28-2020 04:26:05"
"RT @stillgray: Project Veritas exposes Ilhan Omar-connected cash-for-votes ballot harvesting scheme.https://t.co/vcyb2syHWk,09-28-2020 04:27:48"
